assigned_to_detail,id,creator_detail,resolution,creator,last_change_time,priority,status,dupe_of,component,severity,assigned_to,creation_time,product
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'name': 'drobbins', 'email': 'drobbins'}",914,"{'real_name': 'Seemant Kulleen', 'id': 254, 'email': 'seemantk', 'name': 'seemantk'}",FIXED,seemantk,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,drobbins,2002-03-01T14:27:34Z,Gentoo Linux
"{'email': 'g2boojum', 'name': 'g2boojum', 'real_name': 'Grant Goodyear (RETIRED)', 'id': 9}",915,"{'name': 'duncan_lissett', 'email': 'duncan_lissett', 'id': 323, 'real_name': ''}",FIXED,duncan_lissett,2003-02-04T19:42:18Z,High,VERIFIED,,Other,enhancement,g2boojum,2002-03-01T15:36:33Z,[OLD] Docs-user
"{'real_name': 'Seemant Kulleen (RETIRED)', 'id': 399, 'name': 'seemant', 'email': 'seemant'}",916,"{'email': 'felix', 'name': 'felix', 'id': 345, 'real_name': 'Felix Kurth'}",FIXED,felix,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,seemant,2002-03-01T16:21:59Z,Gentoo Linux
"{'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'email': 'karltk', 'name': 'karltk'}",917,"{'name': 'gentoo', 'email': 'gentoo', 'real_name': 'Tuurlijk!', 'id': 356}",FIXED,gentoo,2004-09-21T10:42:13Z,High,RESOLVED,,New packages,enhancement,karltk,2002-03-01T17:21:58Z,Gentoo Linux
"{'email': 'karltk', 'name': 'karltk', 'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)'}",918,"{'email': 'gentoo', 'name': 'gentoo', 'id': 356, 'real_name': 'Tuurlijk!'}",FIXED,gentoo,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,karltk,2002-03-01T17:35:51Z,Gentoo Linux
"{'name': 'g2boojum', 'email': 'g2boojum', 'real_name': 'Grant Goodyear (RETIRED)', 'id': 9}",919,"{'name': 'duncan_lissett', 'email': 'duncan_lissett', 'id': 323, 'real_name': ''}",FIXED,duncan_lissett,2002-12-15T21:08:36Z,High,VERIFIED,,Other,enhancement,g2boojum,2002-03-01T18:23:42Z,[OLD] Docs-user
"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",920,"{'email': 'g2boojum', 'name': 'g2boojum', 'real_name': 'Grant Goodyear (RETIRED)', 'id': 9}",FIXED,g2boojum,2011-10-30T22:20:14Z,High,RESOLVED,,Unclassified,normal,drobbins,2002-03-01T19:23:55Z,Portage Development
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'name': 'drobbins', 'email': 'drobbins'}",921,"{'real_name': 'Donny Davies (RETIRED)', 'id': 13, 'name': 'woodchip', 'email': 'woodchip'}",FIXED,woodchip,2003-02-04T19:42:18Z,Normal,RESOLVED,,[OLD] Library,major,drobbins,2002-03-01T20:35:51Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",922,"{'name': 'cpiro', 'email': 'cpiro', 'id': 331, 'real_name': 'Chris Piro'}",FIXED,cpiro,2011-10-30T22:18:12Z,High,RESOLVED,,Unclassified,trivial,drobbins,2002-03-01T22:23:58Z,Portage Development
"{'email': 'seemant', 'name': 'seemant', 'id': 399, 'real_name': 'Seemant Kulleen (RETIRED)'}",923,"{'real_name': 'Seemant Kulleen', 'id': 254, 'email': 'seemantk', 'name': 'seemantk'}",FIXED,seemantk,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,seemant,2002-03-02T03:07:41Z,Gentoo Linux
"{'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'email': 'karltk', 'name': 'karltk'}",924,"{'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'email': 'karltk', 'name': 'karltk'}",FIXED,karltk,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,karltk,2002-03-02T03:39:15Z,Gentoo Linux
"{'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'email': 'karltk', 'name': 'karltk'}",925,"{'email': 'gentoo', 'name': 'gentoo', 'id': 356, 'real_name': 'Tuurlijk!'}",FIXED,gentoo,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,karltk,2002-03-02T04:46:17Z,Gentoo Linux
"{'real_name': 'Arcady Genkin (RETIRED)', 'id': 286, 'name': 'agenkin', 'email': 'agenkin'}",926,"{'id': 211, 'real_name': 'phoen][x', 'name': 'fisi.tilman.klar', 'email': 'fisi.tilman.klar'}",FIXED,fisi.tilman.klar,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Unspecified,normal,agenkin,2002-03-02T05:00:37Z,Gentoo Linux
"{'id': 171, 'real_name': 'Bruce A. Locke (RETIRED)', 'email': 'blocke', 'name': 'blocke'}",927,"{'email': 'fisi.tilman.klar', 'name': 'fisi.tilman.klar', 'real_name': 'phoen][x', 'id': 211}",FIXED,fisi.tilman.klar,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,major,blocke,2002-03-02T06:02:19Z,Gentoo Linux
"{'email': 'bangert', 'name': 'bangert', 'id': 324, 'real_name': 'Thilo Bangert (RETIRED) (RETIRED)'}",928,"{'id': 324, 'real_name': 'Thilo Bangert (RETIRED) (RETIRED)', 'email': 'bangert', 'name': 'bangert'}",INVALID,bangert,2002-05-06T18:20:11Z,High,RESOLVED,,New packages,normal,bangert,2002-03-02T09:26:05Z,Gentoo Linux
"{'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)', 'email': 'azarah', 'name': 'azarah'}",929,"{'email': 'jnelson', 'name': 'jnelson', 'real_name': 'Jon Nelson (RETIRED)', 'id': 283}",FIXED,jnelson,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,critical,azarah,2002-03-02T13:28:47Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'email': 'drobbins', 'name': 'drobbins'}",930,"{'real_name': 'Dan Armak (RETIRED)', 'id': 10, 'email': 'danarmak', 'name': 'danarmak'}",FIXED,danarmak,2024-06-24T06:12:01Z,High,RESOLVED,,Unclassified,trivial,drobbins,2002-03-02T13:33:34Z,Portage Development
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",931,"{'name': 'coder', 'email': 'coder', 'real_name': 'Ilian Zarov', 'id': 25}",FIXED,coder,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,drobbins,2002-03-02T14:51:38Z,Gentoo Linux
"{'name': 'azarah', 'email': 'azarah', 'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)'}",932,"{'email': 'jim', 'name': 'jim', 'real_name': 'jim', 'id': 74}",FIXED,jim,2002-03-03T15:26:08Z,High,RESOLVED,,New packages,normal,azarah,2002-03-02T17:41:35Z,Gentoo Linux
"{'real_name': 'Geert Bevin', 'id': 5, 'email': 'gbevin', 'name': 'gbevin'}",933,"{'id': 357, 'real_name': 'Bryce Allen', 'name': 'ballen', 'email': 'ballen'}",FIXED,ballen,2011-10-30T22:18:38Z,High,RESOLVED,,Unclassified,trivial,gbevin,2002-03-02T17:44:25Z,Portage Development
"{'name': 'agriffis', 'email': 'agriffis', 'real_name': 'Aron Griffis (RETIRED)', 'id': 35}",934,"{'email': 'smoynes', 'name': 'smoynes', 'real_name': 'Scott Moynes', 'id': 236}",FIXED,smoynes,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,major,agriffis,2002-03-02T23:11:06Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",935,"{'name': 'pvdabeel', 'email': 'pvdabeel', 'real_name': 'Pieter Van den Abeele', 'id': 358}",FIXED,pvdabeel,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Unspecified,normal,drobbins,2002-03-03T03:27:10Z,Gentoo Linux
"{'real_name': 'Bruce A. Locke (RETIRED)', 'id': 171, 'email': 'blocke', 'name': 'blocke'}",936,"{'id': 211, 'real_name': 'phoen][x', 'name': 'fisi.tilman.klar', 'email': 'fisi.tilman.klar'}",FIXED,fisi.tilman.klar,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Unspecified,normal,blocke,2002-03-03T04:38:42Z,Gentoo Linux
"{'id': 399, 'real_name': 'Seemant Kulleen (RETIRED)', 'name': 'seemant', 'email': 'seemant'}",937,"{'real_name': 'Seemant Kulleen', 'id': 254, 'name': 'seemantk', 'email': 'seemantk'}",FIXED,seemantk,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,seemant,2002-03-03T04:45:23Z,Gentoo Linux
"{'email': 'bart', 'name': 'bart', 'id': 14, 'real_name': 'Bart Verwilst'}",938,"{'name': 'ekarttun', 'email': 'ekarttun', 'real_name': 'Einar Karttunen', 'id': 7}",FIXED,ekarttun,2003-01-28T00:30:44Z,High,RESOLVED,,New packages,minor,bart,2002-03-03T05:11:54Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",939,"{'name': 'bob.paddock', 'email': 'bob.paddock', 'id': 359, 'real_name': 'Bob Paddock'}",FIXED,bob.paddock,2003-02-04T19:42:18Z,High,VERIFIED,,Other,normal,drobbins,2002-03-03T07:04:53Z,[OLD] Docs-user
"{'id': 9, 'real_name': 'Grant Goodyear (RETIRED)', 'email': 'g2boojum', 'name': 'g2boojum'}",940,"{'id': 359, 'real_name': 'Bob Paddock', 'email': 'bob.paddock', 'name': 'bob.paddock'}",FIXED,bob.paddock,2003-02-04T19:42:18Z,High,VERIFIED,,Other,normal,g2boojum,2002-03-03T07:11:44Z,[OLD] Docs-user
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'email': 'drobbins', 'name': 'drobbins'}",941,"{'real_name': 'Lars S. Jensen', 'id': 76, 'name': 'larssj', 'email': 'larssj'}",FIXED,larssj,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,normal,drobbins,2002-03-03T07:24:15Z,Gentoo Linux
"{'email': 'agenkin', 'name': 'agenkin', 'id': 286, 'real_name': 'Arcady Genkin (RETIRED)'}",942,"{'real_name': 'Johannes Findeisen', 'id': 341, 'name': 'you', 'email': 'you'}",FIXED,you,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,agenkin,2002-03-03T08:23:11Z,Gentoo Linux
"{'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19, 'email': 'karltk', 'name': 'karltk'}",943,"{'email': 'mettlerd', 'name': 'mettlerd', 'real_name': 'Daniel Mettler', 'id': 88}",FIXED,mettlerd,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,karltk,2002-03-03T11:38:44Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'name': 'drobbins', 'email': 'drobbins'}",944,"{'email': 'cami', 'name': 'cami', 'id': 49, 'real_name': ''}",FIXED,cami,2003-04-04T01:24:44Z,High,RESOLVED,,Current packages,normal,drobbins,2002-03-03T13:25:39Z,Gentoo Linux
"{'real_name': 'Arcady Genkin (RETIRED)', 'id': 286, 'email': 'agenkin', 'name': 'agenkin'}",945,"{'name': 'jesseklee', 'email': 'jesseklee', 'real_name': 'Jesse Lee', 'id': 361}",FIXED,jesseklee,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Games,normal,agenkin,2002-03-03T15:44:44Z,Gentoo Linux
"{'real_name': 'Dan Armak (RETIRED)', 'id': 10, 'email': 'danarmak', 'name': 'danarmak'}",946,"{'email': 'MvOstheim', 'name': 'MvOstheim', 'real_name': 'Michael v.Ostheim', 'id': 360}",FIXED,MvOstheim,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,minor,danarmak,2002-03-03T15:45:17Z,Gentoo Linux
"{'id': 10, 'real_name': 'Dan Armak (RETIRED)', 'name': 'danarmak', 'email': 'danarmak'}",947,"{'id': 360, 'real_name': 'Michael v.Ostheim', 'email': 'MvOstheim', 'name': 'MvOstheim'}",FIXED,MvOstheim,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,minor,danarmak,2002-03-03T16:05:19Z,Gentoo Linux
"{'name': 'blocke', 'email': 'blocke', 'real_name': 'Bruce A. Locke (RETIRED)', 'id': 171}",948,"{'id': 360, 'real_name': 'Michael v.Ostheim', 'name': 'MvOstheim', 'email': 'MvOstheim'}",FIXED,MvOstheim,2002-04-16T04:07:39Z,High,RESOLVED,,New packages,normal,blocke,2002-03-03T16:11:44Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",949,"{'email': 'seemantk', 'name': 'seemantk', 'real_name': 'Seemant Kulleen', 'id': 254}",FIXED,seemantk,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,drobbins,2002-03-03T16:48:36Z,Gentoo Linux
"{'id': 399, 'real_name': 'Seemant Kulleen (RETIRED)', 'email': 'seemant', 'name': 'seemant'}",950,"{'email': 'seemantk', 'name': 'seemantk', 'real_name': 'Seemant Kulleen', 'id': 254}",FIXED,seemantk,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,seemant,2002-03-03T17:29:11Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",951,"{'email': 'blocke', 'name': 'blocke', 'id': 171, 'real_name': 'Bruce A. Locke (RETIRED)'}",FIXED,blocke,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,drobbins,2002-03-04T00:21:54Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",952,"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'name': 'drobbins', 'email': 'drobbins'}",FIXED,drobbins,2011-10-30T22:21:44Z,High,RESOLVED,,Unclassified,normal,drobbins,2002-03-04T01:04:38Z,Portage Development
"{'name': 'bart', 'email': 'bart', 'real_name': 'Bart Verwilst', 'id': 14}",953,"{'name': 'tuxie', 'email': 'tuxie', 'id': 218, 'real_name': 'Per Wigren'}",FIXED,tuxie,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,bart,2002-03-04T02:09:21Z,Gentoo Linux
"{'real_name': 'Gentoo KDE team', 'id': 2591, 'name': 'kde', 'email': 'kde'}",954,"{'email': 'pauldv', 'name': 'pauldv', 'id': 134, 'real_name': 'Paul de Vrieze (RETIRED)'}",LATER,pauldv,2004-08-19T12:38:38Z,High,VERIFIED,,New packages,enhancement,kde,2002-03-04T04:11:29Z,Gentoo Linux
"{'id': 2591, 'real_name': 'Gentoo KDE team', 'email': 'kde', 'name': 'kde'}",955,"{'real_name': 'Paul de Vrieze (RETIRED)', 'id': 134, 'email': 'pauldv', 'name': 'pauldv'}",FIXED,pauldv,2004-08-19T12:38:48Z,High,VERIFIED,,New packages,enhancement,kde,2002-03-04T04:13:50Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",956,"{'real_name': 'Bjarke Sørensen', 'id': 311, 'email': 'bs', 'name': 'bs'}",FIXED,bs,2011-10-30T22:22:15Z,High,RESOLVED,,Unclassified,trivial,drobbins,2002-03-04T04:39:40Z,Portage Development
"{'name': 'karltk', 'email': 'karltk', 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19}",957,"{'email': 'peter.maxwell', 'name': 'peter.maxwell', 'real_name': 'Peter Maxwell', 'id': 362}",FIXED,peter.maxwell,2002-04-13T16:55:25Z,High,RESOLVED,,New packages,enhancement,karltk,2002-03-04T06:58:53Z,Gentoo Linux
"{'name': 'karltk', 'email': 'karltk', 'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)'}",958,"{'real_name': 'Peter Maxwell', 'id': 362, 'name': 'peter.maxwell', 'email': 'peter.maxwell'}",FIXED,peter.maxwell,2002-04-13T16:10:45Z,High,RESOLVED,,New packages,enhancement,karltk,2002-03-04T07:09:35Z,Gentoo Linux
"{'real_name': 'Dan Armak (RETIRED)', 'id': 10, 'name': 'danarmak', 'email': 'danarmak'}",959,"{'name': 'ykoehler', 'email': 'ykoehler', 'id': 137, 'real_name': 'Yannick Koehler (RETIRED)'}",FIXED,ykoehler,2003-02-04T19:42:18Z,Low,RESOLVED,,Current packages,enhancement,danarmak,2002-03-04T08:41:50Z,Gentoo Linux
"{'real_name': 'Donny Davies (RETIRED)', 'id': 13, 'email': 'woodchip', 'name': 'woodchip'}",960,"{'id': 9, 'real_name': 'Grant Goodyear (RETIRED)', 'email': 'g2boojum', 'name': 'g2boojum'}",FIXED,g2boojum,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Server,normal,woodchip,2002-03-04T10:23:10Z,Gentoo Linux
"{'email': 'danarmak', 'name': 'danarmak', 'id': 10, 'real_name': 'Dan Armak (RETIRED)'}",961,"{'real_name': 'Thilo Bangert (RETIRED) (RETIRED)', 'id': 324, 'name': 'bangert', 'email': 'bangert'}",FIXED,bangert,2002-03-15T09:27:50Z,High,RESOLVED,,[OLD] KDE,enhancement,danarmak,2002-03-04T12:44:54Z,Gentoo Linux
"{'name': 'jnelson', 'email': 'jnelson', 'id': 283, 'real_name': 'Jon Nelson (RETIRED)'}",962,"{'real_name': '', 'id': 49, 'email': 'cami', 'name': 'cami'}",FIXED,cami,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,jnelson,2002-03-04T13:54:43Z,Gentoo Linux
"{'id': 449, 'real_name': 'Spider (RETIRED)', 'name': 'spider', 'email': 'spider'}",963,"{'email': 'kurisu', 'name': 'kurisu', 'real_name': 'Chris Moore', 'id': 186}",FIXED,kurisu,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,spider,2002-03-04T15:19:38Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'name': 'drobbins', 'email': 'drobbins'}",964,"{'id': 171, 'real_name': 'Bruce A. Locke (RETIRED)', 'name': 'blocke', 'email': 'blocke'}",FIXED,blocke,2011-10-30T22:18:05Z,High,RESOLVED,,Unclassified,blocker,drobbins,2002-03-04T15:27:34Z,Portage Development
"{'name': 'azarah', 'email': 'azarah', 'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12}",965,"{'email': 'mbkennedy', 'name': 'mbkennedy', 'id': 228, 'real_name': 'Matthew Kennedy'}",FIXED,mbkennedy,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,minor,azarah,2002-03-04T17:58:40Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'email': 'drobbins', 'name': 'drobbins'}",966,"{'real_name': 'Seemant Kulleen', 'id': 254, 'email': 'seemantk', 'name': 'seemantk'}",FIXED,seemantk,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,drobbins,2002-03-04T19:56:09Z,Gentoo Linux
"{'real_name': 'Donny Davies (RETIRED)', 'id': 13, 'name': 'woodchip', 'email': 'woodchip'}",967,"{'name': 'avi', 'email': 'avi', 'real_name': 'Avi Schwartz', 'id': 280}",FIXED,avi,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,woodchip,2002-03-04T22:01:18Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",968,"{'name': 'duncan_lissett', 'email': 'duncan_lissett', 'real_name': '', 'id': 323}",FIXED,duncan_lissett,2005-08-28T09:41:09Z,High,RESOLVED,,New packages,major,drobbins,2002-03-04T22:55:58Z,Gentoo Linux
"{'email': 'chouser', 'name': 'chouser', 'real_name': 'chouser (RETIRED)', 'id': 11}",969,"{'email': 'seemantk', 'name': 'seemantk', 'id': 254, 'real_name': 'Seemant Kulleen'}",FIXED,seemantk,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,chouser,2002-03-04T23:16:51Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",970,"{'real_name': '', 'id': 49, 'name': 'cami', 'email': 'cami'}",FIXED,cami,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,drobbins,2002-03-05T00:57:43Z,Gentoo Linux
"{'real_name': 'Arcady Genkin (RETIRED)', 'id': 286, 'name': 'agenkin', 'email': 'agenkin'}",971,"{'id': 134, 'real_name': 'Paul de Vrieze (RETIRED)', 'name': 'pauldv', 'email': 'pauldv'}",FIXED,pauldv,2004-08-19T12:39:24Z,High,VERIFIED,,New packages,enhancement,agenkin,2002-03-05T04:48:03Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",972,"{'real_name': 'Christian Loitsch', 'id': 344, 'email': 'gentoo-bug', 'name': 'gentoo-bug'}",FIXED,gentoo-bug,2003-02-04T19:42:18Z,Normal,RESOLVED,,[OLD] Core system,major,drobbins,2002-03-05T06:14:48Z,Gentoo Linux
"{'id': 9, 'real_name': 'Grant Goodyear (RETIRED)', 'email': 'g2boojum', 'name': 'g2boojum'}",973,"{'email': 'gentoo-bug', 'name': 'gentoo-bug', 'real_name': 'Christian Loitsch', 'id': 344}",FIXED,gentoo-bug,2003-02-04T19:42:18Z,High,VERIFIED,,Other,trivial,g2boojum,2002-03-05T06:32:59Z,[OLD] Docs-user
"{'email': 'azarah', 'name': 'azarah', 'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12}",974,"{'name': 'gentoo-bug', 'email': 'gentoo-bug', 'id': 344, 'real_name': 'Christian Loitsch'}",FIXED,gentoo-bug,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,azarah,2002-03-05T08:26:34Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",975,"{'name': 'mbkennedy', 'email': 'mbkennedy', 'id': 228, 'real_name': 'Matthew Kennedy'}",FIXED,mbkennedy,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,trivial,drobbins,2002-03-05T10:46:36Z,Gentoo Linux
"{'id': 1668, 'real_name': 'Nick Hadaway', 'name': 'grandmasterlinux', 'email': 'grandmasterlinux'}",976,"{'real_name': 'Nathaniel Pinckney', 'id': 367, 'email': 'nathaniel37', 'name': 'nathaniel37'}",FIXED,nathaniel37,2003-02-04T19:42:18Z,Lowest,RESOLVED,,New packages,enhancement,grandmasterlinux,2002-03-05T14:29:53Z,Gentoo Linux
"{'id': 84, 'real_name': 'Tod M. Neidt (RETIRED)', 'email': 'tod', 'name': 'tod'}",977,"{'id': 362, 'real_name': 'Peter Maxwell', 'name': 'peter.maxwell', 'email': 'peter.maxwell'}",FIXED,peter.maxwell,2002-03-15T16:21:40Z,High,RESOLVED,,[OLD] Development,trivial,tod,2002-03-05T15:59:18Z,Gentoo Linux
"{'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19, 'name': 'karltk', 'email': 'karltk'}",978,"{'email': 'karltk', 'name': 'karltk', 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19}",FIXED,karltk,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Development,normal,karltk,2002-03-05T16:12:21Z,Gentoo Linux
"{'email': 'danarmak', 'name': 'danarmak', 'real_name': 'Dan Armak (RETIRED)', 'id': 10}",979,"{'id': 354, 'real_name': 'Daryl Stimm', 'name': 'daryl', 'email': 'daryl'}",FIXED,daryl,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] KDE,normal,danarmak,2002-03-05T20:09:59Z,Gentoo Linux
"{'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'name': 'karltk', 'email': 'karltk'}",980,"{'email': 'mbkennedy', 'name': 'mbkennedy', 'real_name': 'Matthew Kennedy', 'id': 228}",FIXED,mbkennedy,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,trivial,karltk,2002-03-05T20:12:17Z,Gentoo Linux
"{'email': 'g2boojum', 'name': 'g2boojum', 'id': 9, 'real_name': 'Grant Goodyear (RETIRED)'}",981,"{'id': 369, 'real_name': 'Jason Brown', 'email': 'gentoo', 'name': 'gentoo'}",FIXED,gentoo,2003-02-04T19:42:18Z,Low,RESOLVED,,New packages,normal,g2boojum,2002-03-05T20:35:25Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",982,"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'name': 'drobbins', 'email': 'drobbins'}",FIXED,drobbins,2011-10-30T22:20:10Z,High,RESOLVED,,Unclassified,major,drobbins,2002-03-06T03:05:34Z,Portage Development
"{'name': 'azarah', 'email': 'azarah', 'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)'}",983,"{'real_name': 'Arcady Genkin (RETIRED)', 'id': 286, 'name': 'agenkin', 'email': 'agenkin'}",FIXED,agenkin,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,azarah,2002-03-06T07:39:02Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'name': 'drobbins', 'email': 'drobbins'}",984,"{'email': 'laurent', 'name': 'laurent', 'real_name': 'Laurent Sinitambirivoutin', 'id': 71}",FIXED,laurent,2003-04-04T01:25:55Z,High,RESOLVED,,Current packages,enhancement,drobbins,2002-03-06T11:54:45Z,Gentoo Linux
"{'name': 'karltk', 'email': 'karltk', 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19}",985,"{'id': 280, 'real_name': 'Avi Schwartz', 'email': 'avi', 'name': 'avi'}",FIXED,avi,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,karltk,2002-03-06T11:59:03Z,Gentoo Linux
"{'id': 399, 'real_name': 'Seemant Kulleen (RETIRED)', 'email': 'seemant', 'name': 'seemant'}",986,"{'name': 'steve_flack', 'email': 'steve_flack', 'real_name': 'Steve Flack', 'id': 237}",FIXED,steve_flack,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,seemant,2002-03-06T13:47:36Z,Gentoo Linux
